"DATE","YEARMODA","Weather_Station","Year","Month","Day","JDay","Tmin","Tmax","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
2010-04-06 12:00:00,20100406,"Quillota",2010,4,6,96,10.4,18.6,NA,NA,FALSE,FALSE
2010-04-07 12:00:00,20100407,"Quillota",2010,4,7,97,11.6,24.2,NA,NA,FALSE,FALSE
2010-04-08 12:00:00,20100408,"Quillota",2010,4,8,98,4.82,24.2,NA,NA,FALSE,FALSE
2010-04-09 12:00:00,20100409,"Quillota",2010,4,9,99,8.24,19,NA,NA,FALSE,FALSE
2010-04-10 12:00:00,20100410,"Quillota",2010,4,10,100,7.12,23.6,NA,NA,FALSE,FALSE
2010-04-11 12:00:00,20100411,"Quillota",2010,4,11,101,4.62,26.6,NA,NA,FALSE,FALSE
2010-04-12 12:00:00,20100412,"Quillota",2010,4,12,102,5.21,23.31,NA,NA,FALSE,FALSE
2010-04-13 12:00:00,20100413,"Quillota",2010,4,13,103,4.49,22.6,NA,NA,FALSE,FALSE
2010-04-14 12:00:00,20100414,"Quillota",2010,4,14,104,2.58,22.8,NA,NA,FALSE,FALSE
2010-04-15 12:00:00,20100415,"Quillota",2010,4,15,105,5.01,22.4,NA,NA,FALSE,FALSE
2010-04-16 12:00:00,20100416,"Quillota",2010,4,16,106,11.8,21.86,NA,NA,FALSE,FALSE
2010-04-17 12:00:00,20100417,"Quillota",2010,4,17,107,3,23.2,NA,NA,FALSE,FALSE
2010-04-18 12:00:00,20100418,"Quillota",2010,4,18,108,3.6,23.6,NA,NA,FALSE,FALSE
2010-04-19 12:00:00,20100419,"Quillota",2010,4,19,109,4.8,25.2,NA,NA,FALSE,FALSE
2010-04-20 12:00:00,20100420,"Quillota",2010,4,20,110,3.6,19,NA,NA,FALSE,FALSE
2010-04-21 12:00:00,20100421,"Quillota",2010,4,21,111,2.45,22.4,NA,NA,FALSE,FALSE
2010-04-22 12:00:00,20100422,"Quillota",2010,4,22,112,2.97,22.8,NA,NA,FALSE,FALSE
2010-04-23 12:00:00,20100423,"Quillota",2010,4,23,113,0.47,24.8,NA,NA,FALSE,FALSE
2010-04-24 12:00:00,20100424,"Quillota",2010,4,24,114,1.26,19.4,NA,NA,FALSE,FALSE
2010-04-25 12:00:00,20100425,"Quillota",2010,4,25,115,1.39,19.6,NA,NA,FALSE,FALSE
2010-04-26 12:00:00,20100426,"Quillota",2010,4,26,116,0.74,20,NA,NA,FALSE,FALSE
2010-04-27 12:00:00,20100427,"Quillota",2010,4,27,117,0.6,20.6,NA,NA,FALSE,FALSE
2010-04-28 12:00:00,20100428,"Quillota",2010,4,28,118,1.39,26.2,NA,NA,FALSE,FALSE
2010-04-29 12:00:00,20100429,"Quillota",2010,4,29,119,1,24.6,NA,NA,FALSE,FALSE
2010-04-30 12:00:00,20100430,"Quillota",2010,4,30,120,2.84,19.8,NA,NA,FALSE,FALSE
2010-05-01 12:00:00,20100501,"Quillota",2010,5,1,121,0.2,22.4,NA,NA,FALSE,FALSE
2010-05-02 12:00:00,20100502,"Quillota",2010,5,2,122,7.4,22.8,NA,NA,FALSE,FALSE
2010-05-03 12:00:00,20100503,"Quillota",2010,5,3,123,4.6,26,NA,NA,FALSE,FALSE
2010-05-04 12:00:00,20100504,"Quillota",2010,5,4,124,3,19,NA,NA,FALSE,FALSE
2010-05-05 12:00:00,20100505,"Quillota",2010,5,5,125,10.8,18.5,NA,NA,FALSE,FALSE
2010-05-06 12:00:00,20100506,"Quillota",2010,5,6,126,4.4,23,NA,NA,FALSE,FALSE
2010-05-07 12:00:00,20100507,"Quillota",2010,5,7,127,3,23.6,NA,NA,FALSE,FALSE
2010-05-08 12:00:00,20100508,"Quillota",2010,5,8,128,3,26.8,NA,NA,FALSE,FALSE
2010-05-09 12:00:00,20100509,"Quillota",2010,5,9,129,2,26.6,NA,NA,FALSE,FALSE
2010-05-10 12:00:00,20100510,"Quillota",2010,5,10,130,3,19.8,NA,NA,FALSE,FALSE
2010-05-11 12:00:00,20100511,"Quillota",2010,5,11,131,8,17.8,NA,NA,FALSE,FALSE
2010-05-12 12:00:00,20100512,"Quillota",2010,5,12,132,7,16.2,NA,NA,FALSE,FALSE
2010-05-13 12:00:00,20100513,"Quillota",2010,5,13,133,8,17.8,NA,NA,FALSE,FALSE
2010-05-14 12:00:00,20100514,"Quillota",2010,5,14,134,9,14.6,NA,NA,FALSE,FALSE
2010-05-15 12:00:00,20100515,"Quillota",2010,5,15,135,8.8,21.2,NA,NA,FALSE,FALSE
2010-05-16 12:00:00,20100516,"Quillota",2010,5,16,136,6,18,NA,NA,FALSE,FALSE
2010-05-17 12:00:00,20100517,"Quillota",2010,5,17,137,3.8,19.2,NA,NA,FALSE,FALSE
2010-05-18 12:00:00,20100518,"Quillota",2010,5,18,138,0.2,19.4,NA,NA,FALSE,FALSE
2010-05-19 12:00:00,20100519,"Quillota",2010,5,19,139,1,23.4,NA,NA,FALSE,FALSE
2010-05-20 12:00:00,20100520,"Quillota",2010,5,20,140,2,20.6,NA,NA,FALSE,FALSE
2010-05-21 12:00:00,20100521,"Quillota",2010,5,21,141,3,14,NA,NA,FALSE,FALSE
2010-05-22 12:00:00,20100522,"Quillota",2010,5,22,142,8.4,17,NA,NA,FALSE,FALSE
2010-05-23 12:00:00,20100523,"Quillota",2010,5,23,143,4,16.6,NA,NA,FALSE,FALSE
2010-05-24 12:00:00,20100524,"Quillota",2010,5,24,144,1,19.2,NA,NA,FALSE,FALSE
2010-05-25 12:00:00,20100525,"Quillota",2010,5,25,145,0,15.6,NA,NA,FALSE,FALSE
2010-05-26 12:00:00,20100526,"Quillota",2010,5,26,146,5,18.4,NA,NA,FALSE,FALSE
2010-05-27 12:00:00,20100527,"Quillota",2010,5,27,147,2,20.6,NA,NA,FALSE,FALSE
2010-05-28 12:00:00,20100528,"Quillota",2010,5,28,148,4,13.8,NA,NA,FALSE,FALSE
2010-05-29 12:00:00,20100529,"Quillota",2010,5,29,149,8.4,15.8,NA,NA,FALSE,FALSE
2010-05-30 12:00:00,20100530,"Quillota",2010,5,30,150,3.5,22.6,NA,NA,FALSE,FALSE
2010-05-31 12:00:00,20100531,"Quillota",2010,5,31,151,2,21.4,NA,NA,FALSE,FALSE
2010-06-01 12:00:00,20100601,"Quillota",2010,6,1,152,5,11.6,NA,NA,FALSE,FALSE
2010-06-02 12:00:00,20100602,"Quillota",2010,6,2,153,8.5,13.2,NA,NA,FALSE,FALSE
2010-06-03 12:00:00,20100603,"Quillota",2010,6,3,154,4,17.4,NA,NA,FALSE,FALSE
2010-06-04 12:00:00,20100604,"Quillota",2010,6,4,155,1,23,NA,NA,FALSE,FALSE
2010-06-05 12:00:00,20100605,"Quillota",2010,6,5,156,0.5,25.2,NA,NA,FALSE,FALSE
2010-06-06 12:00:00,20100606,"Quillota",2010,6,6,157,0,19,NA,NA,FALSE,FALSE
2010-06-07 12:00:00,20100607,"Quillota",2010,6,7,158,0.5,18.4,NA,NA,FALSE,FALSE
2010-06-08 12:00:00,20100608,"Quillota",2010,6,8,159,-1,15,NA,NA,FALSE,FALSE
2010-06-09 12:00:00,20100609,"Quillota",2010,6,9,160,5,18,NA,NA,FALSE,FALSE
2010-06-10 12:00:00,20100610,"Quillota",2010,6,10,161,1.5,14.6,NA,NA,FALSE,FALSE
2010-06-11 12:00:00,20100611,"Quillota",2010,6,11,162,4,14.6,NA,NA,FALSE,FALSE
2010-06-12 12:00:00,20100612,"Quillota",2010,6,12,163,4,20,NA,NA,FALSE,FALSE
2010-06-13 12:00:00,20100613,"Quillota",2010,6,13,164,6.5,15.8,NA,NA,FALSE,FALSE
2010-06-14 12:00:00,20100614,"Quillota",2010,6,14,165,6,17.6,NA,NA,FALSE,FALSE
2010-06-15 12:00:00,20100615,"Quillota",2010,6,15,166,2,16.6,NA,NA,FALSE,FALSE
2010-06-16 12:00:00,20100616,"Quillota",2010,6,16,167,6,18,NA,NA,FALSE,FALSE
2010-06-17 12:00:00,20100617,"Quillota",2010,6,17,168,4,16.4,NA,NA,FALSE,FALSE
2010-06-18 12:00:00,20100618,"Quillota",2010,6,18,169,9,14.4,NA,NA,FALSE,FALSE
2010-06-19 12:00:00,20100619,"Quillota",2010,6,19,170,6,16.2,NA,NA,FALSE,FALSE
2010-06-20 12:00:00,20100620,"Quillota",2010,6,20,171,0.5,17,NA,NA,FALSE,FALSE
2010-06-21 12:00:00,20100621,"Quillota",2010,6,21,172,4,14.2,NA,NA,FALSE,FALSE
2010-06-22 12:00:00,20100622,"Quillota",2010,6,22,173,2,22.4,NA,NA,FALSE,FALSE
2010-06-23 12:00:00,20100623,"Quillota",2010,6,23,174,1.5,13.2,NA,NA,FALSE,FALSE
2010-06-24 12:00:00,20100624,"Quillota",2010,6,24,175,7,18.6,NA,NA,FALSE,FALSE
2010-06-25 12:00:00,20100625,"Quillota",2010,6,25,176,2,17,NA,NA,FALSE,FALSE
2010-06-26 12:00:00,20100626,"Quillota",2010,6,26,177,3,15.2,NA,NA,FALSE,FALSE
2010-06-27 12:00:00,20100627,"Quillota",2010,6,27,178,0,19.4,NA,NA,FALSE,FALSE
2010-06-28 12:00:00,20100628,"Quillota",2010,6,28,179,0,18.2,NA,NA,FALSE,FALSE
2010-06-29 12:00:00,20100629,"Quillota",2010,6,29,180,-1,18.2,NA,NA,FALSE,FALSE
2010-06-30 12:00:00,20100630,"Quillota",2010,6,30,181,0,22.2,NA,NA,FALSE,FALSE
2010-07-01 12:00:00,20100701,"Quillota",2010,7,1,182,1,10.6,NA,NA,FALSE,FALSE
2010-07-02 12:00:00,20100702,"Quillota",2010,7,2,183,3.5,15.8,NA,NA,FALSE,FALSE
2010-07-03 12:00:00,20100703,"Quillota",2010,7,3,184,0,12.8,NA,NA,FALSE,FALSE
2010-07-04 12:00:00,20100704,"Quillota",2010,7,4,185,9,17,NA,NA,FALSE,FALSE
2010-07-05 12:00:00,20100705,"Quillota",2010,7,5,186,6,16.4,NA,NA,FALSE,FALSE
2010-07-06 12:00:00,20100706,"Quillota",2010,7,6,187,10,14.4,NA,NA,FALSE,FALSE
2010-07-07 12:00:00,20100707,"Quillota",2010,7,7,188,0,17,NA,NA,FALSE,FALSE
2010-07-08 12:00:00,20100708,"Quillota",2010,7,8,189,1,19.6,NA,NA,FALSE,FALSE
2010-07-09 12:00:00,20100709,"Quillota",2010,7,9,190,1,22.5,NA,NA,FALSE,FALSE
2010-07-10 12:00:00,20100710,"Quillota",2010,7,10,191,1.5,19,NA,NA,FALSE,FALSE
2010-07-11 12:00:00,20100711,"Quillota",2010,7,11,192,6,13,NA,NA,FALSE,FALSE
2010-07-12 12:00:00,20100712,"Quillota",2010,7,12,193,0,16,NA,NA,FALSE,FALSE
2010-07-13 12:00:00,20100713,"Quillota",2010,7,13,194,-2,16.2,NA,NA,FALSE,FALSE
2010-07-14 12:00:00,20100714,"Quillota",2010,7,14,195,-1.3,15,NA,NA,FALSE,FALSE
2010-07-15 12:00:00,20100715,"Quillota",2010,7,15,196,-1,14,NA,NA,FALSE,FALSE
2010-07-16 12:00:00,20100716,"Quillota",2010,7,16,197,-1,13.6,NA,NA,FALSE,FALSE
2010-07-17 12:00:00,20100717,"Quillota",2010,7,17,198,-1,16,NA,NA,FALSE,FALSE
2010-07-18 12:00:00,20100718,"Quillota",2010,7,18,199,0,15.2,NA,NA,FALSE,FALSE
2010-07-19 12:00:00,20100719,"Quillota",2010,7,19,200,0,17.6,NA,NA,FALSE,FALSE
2010-07-20 12:00:00,20100720,"Quillota",2010,7,20,201,-2,12.6,NA,NA,FALSE,FALSE
2010-07-21 12:00:00,20100721,"Quillota",2010,7,21,202,0.5,12.2,NA,NA,FALSE,FALSE
2010-07-22 12:00:00,20100722,"Quillota",2010,7,22,203,-1,17.2,NA,NA,FALSE,FALSE
2010-07-23 12:00:00,20100723,"Quillota",2010,7,23,204,3,13,NA,NA,FALSE,FALSE
2010-07-24 12:00:00,20100724,"Quillota",2010,7,24,205,6,13,NA,NA,FALSE,FALSE
2010-07-25 12:00:00,20100725,"Quillota",2010,7,25,206,0,17,NA,NA,FALSE,FALSE
2010-07-26 12:00:00,20100726,"Quillota",2010,7,26,207,0,24.8,NA,NA,FALSE,FALSE
2010-07-27 12:00:00,20100727,"Quillota",2010,7,27,208,0,14,NA,NA,FALSE,FALSE
2010-07-28 12:00:00,20100728,"Quillota",2010,7,28,209,0.5,19.4,NA,NA,FALSE,FALSE
2010-07-29 12:00:00,20100729,"Quillota",2010,7,29,210,-0.5,11.4,NA,NA,FALSE,FALSE
2010-07-30 12:00:00,20100730,"Quillota",2010,7,30,211,4,11.2,NA,NA,FALSE,FALSE
2010-07-31 12:00:00,20100731,"Quillota",2010,7,31,212,0,15.2,NA,NA,FALSE,FALSE
2010-08-01 12:00:00,20100801,"Quillota",2010,8,1,213,-1,18,NA,NA,FALSE,FALSE
2010-08-02 12:00:00,20100802,"Quillota",2010,8,2,214,-2,18,NA,NA,FALSE,FALSE
2010-08-03 12:00:00,20100803,"Quillota",2010,8,3,215,-2,15,NA,NA,FALSE,FALSE
2010-08-04 12:00:00,20100804,"Quillota",2010,8,4,216,-1,14,NA,NA,FALSE,FALSE
2010-08-05 12:00:00,20100805,"Quillota",2010,8,5,217,-1,15,NA,NA,FALSE,FALSE
2010-08-06 12:00:00,20100806,"Quillota",2010,8,6,218,-1,18,NA,NA,FALSE,FALSE
2010-08-07 12:00:00,20100807,"Quillota",2010,8,7,219,1,16,NA,NA,FALSE,FALSE
2010-08-08 12:00:00,20100808,"Quillota",2010,8,8,220,0,19,NA,NA,FALSE,FALSE
2010-08-09 12:00:00,20100809,"Quillota",2010,8,9,221,-1,17,NA,NA,FALSE,FALSE
2010-08-10 12:00:00,20100810,"Quillota",2010,8,10,222,3,12,NA,NA,FALSE,FALSE
2010-08-11 12:00:00,20100811,"Quillota",2010,8,11,223,8,12,NA,NA,FALSE,FALSE
2010-08-12 12:00:00,20100812,"Quillota",2010,8,12,224,4,19.2,NA,NA,FALSE,FALSE
2010-08-13 12:00:00,20100813,"Quillota",2010,8,13,225,0,20.6,NA,NA,FALSE,FALSE
2010-08-14 12:00:00,20100814,"Quillota",2010,8,14,226,0,19.4,NA,NA,FALSE,FALSE
2010-08-15 12:00:00,20100815,"Quillota",2010,8,15,227,8,15.4,NA,NA,FALSE,FALSE
2010-08-16 12:00:00,20100816,"Quillota",2010,8,16,228,5.5,18,NA,NA,FALSE,FALSE
2010-08-17 12:00:00,20100817,"Quillota",2010,8,17,229,3.1,18,NA,NA,FALSE,FALSE
2010-08-18 12:00:00,20100818,"Quillota",2010,8,18,230,2.5,20,NA,NA,FALSE,FALSE
2010-08-19 12:00:00,20100819,"Quillota",2010,8,19,231,3.9,26,NA,NA,FALSE,FALSE
2010-08-20 12:00:00,20100820,"Quillota",2010,8,20,232,4,20,NA,NA,FALSE,FALSE
2010-08-21 12:00:00,20100821,"Quillota",2010,8,21,233,9,12,NA,NA,FALSE,FALSE
2010-08-22 12:00:00,20100822,"Quillota",2010,8,22,234,8,12.6,NA,NA,FALSE,FALSE
2010-08-23 12:00:00,20100823,"Quillota",2010,8,23,235,7.8,17.8,NA,NA,FALSE,FALSE
2010-08-24 12:00:00,20100824,"Quillota",2010,8,24,236,1,21,NA,NA,FALSE,FALSE
2010-08-25 12:00:00,20100825,"Quillota",2010,8,25,237,2.6,19.2,NA,NA,FALSE,FALSE
2010-08-26 12:00:00,20100826,"Quillota",2010,8,26,238,1,17,NA,NA,FALSE,FALSE
2010-08-27 12:00:00,20100827,"Quillota",2010,8,27,239,2,19,NA,NA,FALSE,FALSE
2010-08-28 12:00:00,20100828,"Quillota",2010,8,28,240,8,18,NA,NA,FALSE,FALSE
2010-08-29 12:00:00,20100829,"Quillota",2010,8,29,241,3,21,NA,NA,FALSE,FALSE
2010-08-30 12:00:00,20100830,"Quillota",2010,8,30,242,4,17.8,NA,NA,FALSE,FALSE
2010-08-31 12:00:00,20100831,"Quillota",2010,8,31,243,5.6,12.6,NA,NA,FALSE,FALSE
2010-09-01 12:00:00,20100901,"Quillota",2010,9,1,244,6,14.8,NA,NA,FALSE,FALSE
2010-09-02 12:00:00,20100902,"Quillota",2010,9,2,245,4,15.8,NA,NA,FALSE,FALSE
2010-09-03 12:00:00,20100903,"Quillota",2010,9,3,246,0.8,20,NA,NA,FALSE,FALSE
2010-09-04 12:00:00,20100904,"Quillota",2010,9,4,247,-1.6,23,NA,NA,FALSE,FALSE
2010-09-05 12:00:00,20100905,"Quillota",2010,9,5,248,0.2,20.4,NA,NA,FALSE,FALSE
2010-09-06 12:00:00,20100906,"Quillota",2010,9,6,249,6.2,22.2,NA,NA,FALSE,FALSE
2010-09-07 12:00:00,20100907,"Quillota",2010,9,7,250,2.6,27.4,NA,NA,FALSE,FALSE
2010-09-08 12:00:00,20100908,"Quillota",2010,9,8,251,3.6,21.2,NA,NA,FALSE,FALSE
2010-09-09 12:00:00,20100909,"Quillota",2010,9,9,252,4.2,22.2,NA,NA,FALSE,FALSE
2010-09-10 12:00:00,20100910,"Quillota",2010,9,10,253,2.6,19.2,NA,NA,FALSE,FALSE
2010-09-11 12:00:00,20100911,"Quillota",2010,9,11,254,2.6,21.6,NA,NA,FALSE,FALSE
2010-09-12 12:00:00,20100912,"Quillota",2010,9,12,255,3.6,15.4,NA,NA,FALSE,FALSE
